clean_body,agent,source,pr_type,closed_at,state,detected_lang,merged_at,id_pr,created_at,friction_score,sentiment_label,sentiment_model_used,is_negative,dominant_emotion,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,emotion_surprise,emotion_neutral,negative_emotion_score,friction_category,is_merged,timestamp,created_time,merged_time,time_to_merge_hours,is_human
update to devstral:latest,Devin,comment,feat,2025-06-25 19:13:32+00:00,closed,EN,2025-06-25T19:13:32Z,3156457181,,0.01974259316921234,neutral,EN,False,neutral,0.0043746125884354115,0.0021662896033376455,0.002729274332523346,0.009458201937377453,0.027421100065112114,0.14797013998031616,0.8058803677558899,0.00917281914735213,N/A,1,,,2025-06-25 19:13:32+00:00,,False
[CODE_BLOCK] These are correct default ports,Devin,comment,fix,2025-04-28 10:43:05+00:00,closed,EN,2025-04-28T10:43:05Z,3023193903,,0.01989632658660412,neutral,EN,False,neutral,0.005465998314321041,0.0025643210392445326,0.0010162092512473464,0.004518911242485046,0.003162131644785404,0.03816660866141319,0.9451057314872742,0.003052165062399581,N/A,1,,,2025-04-28 10:43:05+00:00,,False
"No, check the docs here: https://sdk.mystenlabs.com/typescript/transaction-building/basics You use the transaction object, not transactionBlock Also you need to wait for the tx: [CODE]",Devin,comment,feat,2025-01-04 11:46:10+00:00,closed,EN,2025-01-04T11:46:10Z,2768057346,,0.3535918891429901,neutral,EN,False,neutral,0.0035686332266777754,0.002103694248944521,0.0019589511211961508,0.0030609259847551584,0.0052925292402505875,0.0223945751786232,0.9616207480430603,0.0032309519592672586,N/A,1,,,2025-01-04 11:46:10+00:00,,False
"No, you use the Transaction object, check the docs here: https://docs.sui.io/guides/developer/sui-101/building-ptb",Devin,comment,feat,2025-01-04 11:46:10+00:00,closed,EN,2025-01-04T11:46:10Z,2768057346,,0.05474051833152771,neutral,EN,False,neutral,0.0037898968439549208,0.0026394270826131105,0.001944868708960712,0.0032980761025100946,0.004413648042827845,0.014142300002276897,0.9697718620300293,0.003196960169589147,N/A,1,,,2025-01-04 11:46:10+00:00,,False
"[nits] Alternatively, we could define this constant in [CODE]. What do you think?",Devin,comment,fix,2025-06-25 08:20:07+00:00,closed,EN,2025-06-25T08:20:07Z,3174036103,,0.020371904596686363,neutral,EN,False,neutral,0.02147793397307396,0.014076337218284607,0.002149050822481513,0.005273918621242046,0.0036047445610165596,0.10312802344560623,0.8502900004386902,0.01032701664371416,N/A,1,,,2025-06-25 08:20:07+00:00,,False
Ideally the fees come from db but since they currently don't I think it's fine to have manual. I pull the funds and we can assume it's on the dividend date too i think.,Devin,comment,feat,2025-07-09 16:38:33+00:00,closed,EN,2025-07-09T16:38:33Z,3196479981,,0.03544100001454353,neutral,EN,False,neutral,0.016261041164398193,0.009072362445294857,0.0036657981108874083,0.0058904229663312435,0.006441682111471891,0.008179645985364914,0.9504889845848083,0.008860220958013088,N/A,1,,,2025-07-09 16:38:33+00:00,,False
Do not change it,Devin,comment,feat,2025-06-12 15:23:07+00:00,closed,EN,,3114992077,,0.45713624358177185,neutral,EN,False,neutral,0.27293771505355835,0.044465769082307816,0.0274342130869627,0.002161249751225114,0.03285520523786545,0.006495362613350153,0.6136504411697388,0.09442322561517358,N/A,0,,,,,False
Do not change the file,Devin,comment,feat,2025-06-12 15:23:07+00:00,closed,EN,,3114992077,,0.28510040044784546,neutral,EN,False,neutral,0.014468767680227757,0.015413827262818813,0.006504265125840902,0.0018069514771923423,0.015338110737502575,0.010194579139351845,0.9362735152244568,0.012931242701597512,N/A,0,,,,,False
Do not change it,Devin,comment,feat,2025-06-12 15:23:07+00:00,closed,EN,,3114992077,,0.45713624358177185,neutral,EN,False,neutral,0.27293771505355835,0.044465769082307816,0.0274342130869627,0.002161249751225114,0.03285520523786545,0.006495362613350153,0.6136504411697388,0.09442322561517358,N/A,0,,,,,False
Do not change it,Devin,comment,feat,2025-06-12 15:23:07+00:00,closed,EN,,3114992077,,0.45713624358177185,neutral,EN,False,neutral,0.27293771505355835,0.044465769082307816,0.0274342130869627,0.002161249751225114,0.03285520523786545,0.006495362613350153,0.6136504411697388,0.09442322561517358,N/A,0,,,,,False
The isMacOS check is redundant,Devin,comment,feat,2025-04-11 10:11:09+00:00,closed,EN,2025-04-11T10:11:09Z,2981016143,,0.7289789319038391,negative,EN,True,neutral,0.02865394577383995,0.02297162264585495,0.007305019069463015,0.002641189843416214,0.09489600360393524,0.04356228932738304,0.7999699115753174,0.03845664777327329,Testing,1,,,2025-04-11 10:11:09+00:00,,False
"- Authenticated users can only view review suggestion snippets that belong to organizations they are members of. - Service role can insert review suggestion snippets without restriction. If you're curious where this table is used, try grepping for [CODE] in the codebase.",Devin,comment,feat,2025-05-01 11:16:42+00:00,closed,EN,2025-05-01T11:16:42Z,3019999747,,0.014875543303787708,neutral,EN,False,neutral,0.0060364482924342155,0.005861085373908281,0.0014438804937526584,0.00448754383251071,0.003591033397242427,0.09414399415254593,0.8844360709190369,0.0042331118893343955,N/A,1,,,2025-05-01 11:16:42+00:00,,False
"- Authenticated users can only view overall reviews that belong to organizations they are members of. - Service role can read and insert overall reviews without restriction. If you're curious where this table is used, try grepping for [CODE] in the codebase.",Devin,comment,feat,2025-04-30 11:38:21+00:00,closed,EN,2025-04-30T11:38:21Z,3019933276,,0.015911376103758812,neutral,EN,False,neutral,0.00580321392044425,0.005515984259545803,0.0014002681709825993,0.004231154453009367,0.003249441273510456,0.10635484755039215,0.8734450340270996,0.003992226906120777,N/A,1,,,2025-04-30 11:38:21+00:00,,False
There must always be a time of success! [CODE_BLOCK],Devin,comment,feat,2025-04-11 05:38:17+00:00,closed,EN,2025-04-11T05:38:17Z,2985202865,,0.0033941855654120445,positive,EN,False,neutral,0.00946164783090353,0.0020227530039846897,0.00114062603097409,0.06603708118200302,0.0037489482201635838,0.055371567606925964,0.8622174263000488,0.004093493771506473,N/A,1,,,2025-04-11 05:38:17+00:00,,False
"(aside) @NoritakaIkeda Sorry to ask this so late, but just to be sure — do we also need to specify this field even when [CODE]?",Devin,comment,feat,2025-04-28 01:16:43+00:00,closed,EN,2025-04-28T01:16:43Z,3016973539,,0.13125921785831451,neutral,EN,False,neutral,0.004057616926729679,0.002249127021059394,0.003923299256712198,0.010806342586874962,0.0885239690542221,0.10266926139593124,0.7877704501152039,0.024688503064680845,N/A,1,,,2025-04-28 01:16:43+00:00,,False
@devin-ai-integration Why removing these type definitions? Can you bring back?,Devin,comment,feat,2025-07-08 20:27:03+00:00,closed,EN,2025-07-08T20:27:03Z,3171931827,,0.2027551531791687,neutral,EN,False,surprise,0.005973413120955229,0.0008896586950868368,0.005084441043436527,0.0035304478369653225,0.008859788998961449,0.7733160853385925,0.20234619081020355,0.00520182546461001,N/A,1,,,2025-07-08 20:27:03+00:00,,False
making the first column bold,Devin,comment,feat,2025-04-28 21:21:38+00:00,closed,EN,2025-04-28T21:21:37Z,3021303840,,0.04631885141134262,neutral,EN,False,neutral,0.06316820532083511,0.04155983030796051,0.12120764702558517,0.0938791036605835,0.009540977887809277,0.13733439147472382,0.5333098769187927,0.05886916513554752,N/A,1,,,2025-04-28 21:21:37+00:00,,False
Please remove this file,Devin,comment,feat,2025-05-01 07:02:08+00:00,closed,EN,2025-05-01T07:02:08Z,3033217495,,0.7389214634895325,negative,EN,True,neutral,0.04356429725885391,0.029300278052687645,0.008914505131542683,0.0015927613712847233,0.05824693664908409,0.016584621742367744,0.8417965769767761,0.03500650427304208,Security,1,,,2025-05-01 07:02:08+00:00,,False
"Don't think [CODE] does anything, tried to Google around and couldn't find anything.",Devin,comment,feat,2025-07-29 10:25:26+00:00,closed,EN,2025-07-29T10:25:26Z,3271282745,,0.8579193353652954,negative,EN,True,neutral,0.055622734129428864,0.03748936951160431,0.01068689301609993,0.002686510095372796,0.016982363536953926,0.17312246561050415,0.703409731388092,0.030195340048521757,Code Style,1,,,2025-07-29 10:25:26+00:00,,False
"never use var annotations. especially in tests, where the type could be asserted",Devin,comment,feat,2025-04-07 08:05:09+00:00,closed,EN,2025-04-07T08:05:09Z,2971767960,,0.5225585103034973,negative,EN,True,neutral,0.05589405447244644,0.033016689121723175,0.01911369524896145,0.0018073847750201821,0.021864790469408035,0.010504340752959251,0.8577990531921387,0.032472307328134775,Testing,1,,,2025-04-07 08:05:09+00:00,,False
is this file used?,Devin,comment,feat,2025-04-07 08:05:09+00:00,closed,EN,2025-04-07T08:05:09Z,2971767960,,0.036610037088394165,neutral,EN,False,neutral,0.007005560211837292,0.006356382742524147,0.0029241463635116816,0.0019598661456257105,0.00935460440814495,0.14728109538555145,0.825118362903595,0.006410173431504518,N/A,1,,,2025-04-07 08:05:09+00:00,,False
"@claude When validateSchemaNode.ts fails, we need to decide whether to roll back to the DML-creation node, the use-case-creation node, the DDL-creation node, or even the schema-creation node itself. There are several decision criteria involved, and I’d like to design that flow. Could you create a new issue for this?",Devin,comment,feat,2025-07-15 07:02:31+00:00,closed,EN,,3174718645,,0.23501887917518616,neutral,EN,False,neutral,0.019135376438498497,0.0049007548950612545,0.014063534326851368,0.002608091104775667,0.04051850736141205,0.04393688589334488,0.874836802482605,0.019654543255455792,N/A,0,,,,,False
to devin: No changeset is required this time because there is no user impact.,Devin,comment,fix,2025-02-26 08:21:42+00:00,closed,EN,2025-02-26T08:21:42Z,2876762028,,0.5033135414123535,negative,EN,True,neutral,0.005881665274500847,0.006940948776900768,0.0030700755305588245,0.004810984246432781,0.035332389175891876,0.05635244399309158,0.887611448764801,0.012806269689463079,Code Style,1,,,2025-02-26 08:21:42+00:00,,False
(aside) (ask) @NoritakaIkeda Why isn't status defined as a boolean (true/false)? Is it for potential future extensibility?,Devin,comment,feat,2025-06-19 09:55:02+00:00,closed,EN,2025-06-19T09:55:02Z,3152700757,,0.08733955025672913,neutral,EN,False,neutral,0.03946017846465111,0.003395167412236333,0.03051130287349224,0.0019977870397269726,0.0165832731872797,0.03504731133580208,0.8730049729347229,0.022487480484414846,N/A,1,,,2025-06-19 09:55:02+00:00,,False
"(aside) (ask) What kind of data does result_set contain? I'm asking because if it's similar to a SQL query result, I was thinking it might be representable as a JSON or JSONB array.",Devin,comment,feat,2025-06-19 09:55:02+00:00,closed,EN,2025-06-19T09:55:02Z,3152700757,,0.03246022015810013,neutral,EN,False,neutral,0.009074842557311058,0.006351084914058447,0.004306809976696968,0.0017397650517523289,0.0038093917537480593,0.029381927102804184,0.9453361630439758,0.005885532300453633,N/A,1,,,2025-06-19 09:55:02+00:00,,False
"Perhaps test could be added, but I would like to introduce only lint first and see how it goes.",Devin,comment,feat,2025-07-03 05:02:50+00:00,closed,EN,2025-07-03T05:02:49Z,3197663602,,0.07430697232484818,neutral,EN,False,neutral,0.010157647542655468,0.009000536985695362,0.010309734381735325,0.009144874289631844,0.009402203373610973,0.010235846042633057,0.9417490363121033,0.009717530570924282,N/A,1,,,2025-07-03 05:02:49+00:00,,False
We don't need this check right? We can get rid of this.,Devin,comment,feat,2025-01-24 22:04:41+00:00,closed,EN,2025-01-24T22:04:41Z,2810378681,,0.7314473390579224,negative,EN,True,neutral,0.06253205984830856,0.06317808479070663,0.004264635965228081,0.0039360495284199715,0.01803622394800186,0.0270671583712101,0.8209857940673828,0.037002751138061285,Testing,1,,,2025-01-24 22:04:41+00:00,,False
Drop unnecessary comments like this and the ones above.,Devin,comment,feat,2025-01-24 22:04:41+00:00,closed,EN,2025-01-24T22:04:41Z,2810378681,,0.8796843886375427,negative,EN,True,neutral,0.299246221780777,0.14074772596359253,0.0039091832004487514,0.0017389545682817698,0.04263249784708023,0.011181693524122238,0.5005436539649963,0.12163390719797462,Code Style,1,,,2025-01-24 22:04:41+00:00,,False
The PR was unintentionally opened. I’ll exclude the dist folder from the commits. 🙏,Devin,comment,feat,2025-06-10 08:55:45+00:00,closed,EN,2025-06-10T08:55:45Z,3123526095,,0.6350869536399841,negative,EN,True,neutral,0.030911864712834358,0.023798055946826935,0.012148171663284302,0.003119182540103793,0.11837665736675262,0.023691924288868904,0.7879541516304016,0.046308687422424555,Security,1,,,2025-06-10 08:55:45+00:00,,False
これが必要な理由がわからない,Devin,comment,chore,2025-02-15 10:18:30+00:00,closed,JA,,2855372676,,0.9240205883979797,negative,JA,True,anger,0.4583742320537567,0.0,0.08428595215082169,0.01569761522114277,0.4416421055793762,0.0,0.0,0.24607557244598866,Code Style,0,,,,,False
"I don't think Fetcher is right, see https://developers.cloudflare.com/images/transform-images/bindings/ example: [CODE_BLOCK]",Devin,comment,feat,2025-06-11 03:12:09+00:00,closed,EN,2025-06-11T03:12:09Z,3105165239,,0.8804095983505249,negative,EN,True,neutral,0.026240378618240356,0.024119816720485687,0.008813820779323578,0.0024838082026690245,0.010220905765891075,0.14259395003318787,0.7855272889137268,0.017348730470985174,Code Style,1,,,2025-06-11 03:12:09+00:00,,False
null should not exist. Please eliminate unnecessary existence checks too. https://github.com/liam-hq/liam/pull/1302/files#diff-2058cacc0f2a83e932ddde6ece0f30766b197a7f2d42b3506be73b24adf87c4cR197,Devin,comment,feat,2025-04-11 05:38:17+00:00,closed,EN,2025-04-11T05:38:17Z,2985202865,,0.7518745064735413,negative,EN,True,neutral,0.013356542214751244,0.0028499173931777477,0.00493633421137929,0.008567684330046177,0.028089329600334167,0.0711909830570221,0.871009111404419,0.012308030854910612,Security,1,,,2025-04-11 05:38:17+00:00,,False
For all mailboxes not just gumroad,Devin,comment,fix,2025-03-03 22:33:47+00:00,closed,EN,2025-03-03T22:33:47Z,2890051390,,0.04221002012491226,neutral,EN,False,neutral,0.006480211857706308,0.003685540985316038,0.002031500916928053,0.002391228685155511,0.006144918035715818,0.03464757651090622,0.9446189999580383,0.0045855429489165545,N/A,1,,,2025-03-03 22:33:47+00:00,,False
lol should use navigate from useNavigate,Devin,comment,feat,2025-07-06 00:04:04+00:00,closed,EN,2025-07-06T00:04:04Z,3090861379,,0.10509339720010757,neutral,EN,False,neutral,0.006049531977623701,0.0014429478906095028,0.004842289723455906,0.006089379079639912,0.01185761671513319,0.03849094361066818,0.9312272667884827,0.006048096576705575,N/A,1,,,2025-07-06 00:04:04+00:00,,False
These options don't exist. Use an existing option like [CODE] instead,Devin,comment,docs,2025-06-03 17:00:31+00:00,closed,EN,2025-06-03T17:00:31Z,3084617544,,0.5972364544868469,negative,EN,True,neutral,0.005887142848223448,0.00636175274848938,0.0016458774916827679,0.0016474274452775717,0.012640121392905712,0.016001300886273384,0.955816388130188,0.006633723620325327,Code Style,1,,,2025-06-03 17:00:31+00:00,,False
[CODE_BLOCK] Keep the outputs whitespace aligned.,Devin,comment,feat,2025-03-29 19:52:33+00:00,closed,EN,2025-03-29T19:52:33Z,2958441612,,0.016996094956994057,neutral,EN,False,neutral,0.010994854383170605,0.007479941472411156,0.0014698212035000324,0.003586224280297756,0.005576737690716982,0.0209233108907938,0.9499691128730774,0.006380338687449694,N/A,1,,,2025-03-29 19:52:33+00:00,,False
This is redundant,Devin,comment,docs,2025-06-06 04:58:44+00:00,closed,EN,2025-06-06T04:58:44Z,3123586426,,0.782707691192627,negative,EN,True,neutral,0.04484449699521065,0.08931924402713776,0.006018784362822771,0.004010074771940708,0.045124925673007965,0.02255615033209324,0.7881262898445129,0.046326862764544785,Code Style,1,,,2025-06-06 04:58:44+00:00,,False
the example using KV namespace for caching is too complicated. Keep the example focused solely on browser rendering and a minimal example of how to use it in the worker runtime code,Devin,comment,docs,2025-06-06 04:58:44+00:00,closed,EN,2025-06-06T04:58:44Z,3123586426,,0.4723903238773346,neutral,EN,False,neutral,0.014264034107327461,0.013683948665857315,0.005642417352646589,0.005365950055420399,0.011216418817639351,0.018467355519533157,0.9313599467277527,0.011201704735867679,N/A,1,,,2025-06-06 04:58:44+00:00,,False
That's right. I'll update symbolic links!,Devin,comment,feat,2025-06-03 07:06:02+00:00,closed,EN,,3112311086,,0.005402350332587957,positive,EN,False,neutral,0.12566855549812317,0.01372520625591278,0.004108273424208164,0.07753805816173553,0.004723813384771347,0.04385262727737427,0.7303834557533264,0.037056462140753865,N/A,0,,,,,False
"after setting the value and asserting on the value, you need to refresh the driver browser to trigger the bug behavior and assert on the value again",Devin,comment,fix,2025-07-22 19:20:05+00:00,closed,EN,2025-07-22T19:20:05Z,3253517563,,0.1223914846777916,neutral,EN,False,neutral,0.013032419607043266,0.004629510920494795,0.00460808165371418,0.0016046882374212146,0.011553683318197727,0.02647712081670761,0.9380944967269897,0.008455923874862492,N/A,1,,,2025-07-22 19:20:05+00:00,,False
Use icon document,Devin,comment,feat,2025-06-10 22:36:11+00:00,closed,EN,2025-06-10T22:36:11Z,3134880296,,0.05382201448082924,neutral,EN,False,neutral,0.013670147396624088,0.012136577628552914,0.004377285949885845,0.002568593481555581,0.004951077047735453,0.011603799648582935,0.9506924748420715,0.008783772005699575,N/A,1,,,2025-06-10 22:36:11+00:00,,False
"nits: As pr-agent suggests https://github.com/liam-hq/liam/pull/1296#issuecomment-2792327857 , organization [CODE] value validation needed? - e.g. - 3-20 characters - /[a-z][0-9]/i - allows hyphen? - ...etc. ------ but this pr , ok!",Devin,comment,feat,2025-04-11 05:35:09+00:00,closed,EN,2025-04-11T05:35:09Z,2984873610,,0.058919042348861694,neutral,EN,False,neutral,0.006776766385883093,0.0031061023473739624,0.0014590261271223426,0.02122957818210125,0.005983296316117048,0.12294670194387436,0.838498592376709,0.0043312977941241115,N/A,1,,,2025-04-11 05:35:09+00:00,,False
"Instead of returning formatted content, just return [CODE] directly",Devin,comment,feat,2025-06-11 23:59:14+00:00,closed,EN,2025-06-11T23:59:14Z,3131772678,,0.2011147141456604,neutral,EN,False,neutral,0.01037243939936161,0.0056015788577497005,0.0011974637163802981,0.002162440214306116,0.003579814452677965,0.018303120508790016,0.9587830901145935,0.0051878241065423936,N/A,1,,,2025-06-11 23:59:14+00:00,,False
"Drop this, seems irrelevant",Devin,comment,docs,2025-01-27 02:35:44+00:00,closed,EN,2025-01-27T02:35:44Z,2811847514,,0.8410773873329163,negative,EN,True,neutral,0.16507144272327423,0.19775326550006866,0.009056074544787407,0.0028673859778791666,0.07252702116966248,0.011674086563289165,0.5410507917404175,0.1111019509844482,Code Style,1,,,2025-01-27 02:35:44+00:00,,False
Remove the Config example,Devin,comment,feat,2025-03-02 07:15:51+00:00,closed,EN,2025-03-02T07:15:51Z,2889292561,,0.5228323340415955,negative,EN,True,neutral,0.017561519518494606,0.014204953797161579,0.0037970293778926134,0.0022188774310052395,0.011387466453015804,0.021620459854602814,0.9292097091674805,0.01173774228664115,Code Style,1,,,2025-03-02 07:15:51+00:00,,False
Move the description field as the first one.,Devin,comment,feat,2025-01-09 22:30:42+00:00,closed,EN,2025-01-09T22:30:42Z,2776603613,,0.04617565497756004,neutral,EN,False,neutral,0.00961704459041357,0.0035048697609454393,0.005225501488894224,0.003024427918717265,0.0024044972378760576,0.02705981582403183,0.9491637945175171,0.005187978269532323,N/A,1,,,2025-01-09 22:30:42+00:00,,False
The user should be allowed to override the [CODE],Devin,comment,feat,2025-02-23 14:42:23+00:00,closed,EN,2025-02-23T14:42:23Z,2863178913,,0.06842376291751862,neutral,EN,False,neutral,0.04033220186829567,0.029098793864250183,0.0032336858566850424,0.005236680153757334,0.00860265176743269,0.013088604435324669,0.9004074335098267,0.020316833339165896,N/A,1,,,2025-02-23 14:42:23+00:00,,False
Why is this needed? Aren't the styles already being merged?,Devin,comment,fix,2025-05-21 16:17:27+00:00,closed,EN,2025-05-21T16:17:27Z,3078911500,,0.30601924657821655,neutral,EN,False,surprise,0.07463434338569641,0.05061289668083191,0.007989523932337761,0.0012093470431864262,0.030933627858757973,0.494062215089798,0.34055808186531067,0.041042597964406013,N/A,1,,,2025-05-21 16:17:27+00:00,,False
can we remove coinbase here too or no ?,Devin,comment,feat,2025-07-08 20:27:03+00:00,closed,EN,2025-07-08T20:27:03Z,3171931827,,0.1831120252609253,neutral,EN,False,neutral,0.017651410773396492,0.012587117031216621,0.01655866950750351,0.001379477558657527,0.04791468009352684,0.04735870286822319,0.856549859046936,0.023677969351410866,N/A,1,,,2025-07-08 20:27:03+00:00,,False
Deleted because it is empty 👍🏻,Devin,comment,fix,2025-06-25 02:36:25+00:00,closed,EN,,3159100053,,0.17150697112083435,neutral,EN,False,neutral,0.12294641137123108,0.09234370291233063,0.030240559950470924,0.01019266340881586,0.13511723279953003,0.024410506710410118,0.5847488641738892,0.09516197675839067,N/A,0,,,,,False
"When building to run trigger.dev locally, the uuid library wasn't being recognized even though it was installed via pnpm i, so I temporarily added it. After merging, I'll create a separate PR to remove it if it turns out to be unnecessary.",Devin,comment,feat,2025-04-03 11:26:32+00:00,closed,EN,2025-04-03T11:26:32Z,2965833400,,0.45221492648124695,neutral,EN,False,neutral,0.011318963952362537,0.0068341754376888275,0.003009633393958211,0.0022082668729126453,0.027644380927085876,0.02230663411319256,0.9266780018806458,0.012201788427773863,N/A,1,,,2025-04-03 11:26:32+00:00,,False
"Would it be difficult to fetch this data on the server side? If this part can be executed on the server, I think we might not need to make ProjectItem a client component.",Devin,comment,feat,2025-04-18 08:04:01+00:00,closed,EN,2025-04-18T08:04:01Z,2999563616,,0.17269295454025269,neutral,EN,False,neutral,0.010762128047645092,0.030481863766908646,0.006171842105686665,0.002040853025391698,0.021381616592407227,0.030704915523529053,0.898456871509552,0.017199362628161907,N/A,1,,,2025-04-18 08:04:01+00:00,,False
Use directly a duration flag type,Devin,comment,feat,2025-05-27 16:22:49+00:00,closed,EN,,3034811249,,0.10504889488220215,neutral,EN,False,neutral,0.012864748947322369,0.0063811130821704865,0.0020418246276676655,0.002281764755025506,0.003429965116083622,0.01194121316075325,0.9610593914985657,0.006179412943311036,N/A,0,,,,,False
I see! Thank you for the guidance. I will apply this approach when considering unit tests for [CODE] and similar cases in the future. Please allow me some time to rethink the testing strategy.,Devin,comment,feat,2025-06-25 08:21:13+00:00,closed,EN,2025-06-25T08:21:13Z,3158683531,,0.01694101095199585,positive,EN,False,joy,0.022738996893167496,0.004627647344022989,0.0016228077001869678,0.7696554660797119,0.005679138470441103,0.15262475609779358,0.04305117204785347,0.008667147601954639,N/A,1,,,2025-06-25 08:21:13+00:00,,False
Yeah I'll refactor this a bit before merging,Devin,comment,fix,2025-05-22 22:15:09+00:00,closed,EN,2025-05-22T22:15:09Z,3084414634,,0.043880756944417953,neutral,EN,False,neutral,0.010379254817962646,0.012549607083201408,0.009945017285645008,0.004413621500134468,0.0044226148165762424,0.012051685713231564,0.9462382197380066,0.009324123500846326,N/A,1,,,2025-05-22 22:15:09+00:00,,False
Reduce the default total number of buckets to these: [CODE_BLOCK],Devin,comment,feat,2025-04-28 13:44:36+00:00,closed,EN,2025-04-28T13:44:36Z,3023248867,,0.02990722842514515,neutral,EN,False,neutral,0.01868486776947975,0.008228195831179619,0.0025460633914917707,0.003899409668520093,0.0062339287251234055,0.04921121150255203,0.9111962914466858,0.008923263929318637,N/A,1,,,2025-04-28 13:44:36+00:00,,False
Remove this file,Devin,comment,test,2025-04-15 02:00:39+00:00,closed,EN,2025-04-15T02:00:38Z,2994679953,,0.5867196321487427,negative,EN,True,neutral,0.04309229552745819,0.03188224136829376,0.0065389652736485004,0.0022457123268395662,0.03369618579745293,0.018756315112113953,0.8637882471084595,0.028802421991713345,Security,1,,,2025-04-15 02:00:38+00:00,,False
Add a SELECT * query for this.,Devin,comment,test,2025-04-15 02:00:39+00:00,closed,EN,2025-04-15T02:00:38Z,2994679953,,0.15860821306705475,neutral,EN,False,neutral,0.005661580711603165,0.006105745676904917,0.0013879844918847084,0.0017625868786126375,0.0037364186719059944,0.020811760798096657,0.9605339169502258,0.004222932388074696,N/A,1,,,2025-04-15 02:00:38+00:00,,False
"Use ""const"" variable types instead of strings for 'compact' and 'verbose' modes.",Devin,comment,feat,2025-04-28 13:44:36+00:00,closed,EN,2025-04-28T13:44:36Z,3023248867,,0.07863225042819977,neutral,EN,False,neutral,0.009419160895049572,0.01172917801886797,0.0018982343608513474,0.00181175849866122,0.004034730605781078,0.010517955757677555,0.9605890512466431,0.006770325970137492,N/A,1,,,2025-04-28 13:44:36+00:00,,False
"Drop this, it's redundant",Devin,comment,docs,2025-02-04 16:02:40+00:00,closed,EN,,2811838511,,0.8661920428276062,negative,EN,True,neutral,0.08920976519584656,0.07188303023576736,0.0049335588701069355,0.0022121674846857786,0.032274190336465836,0.013239869847893715,0.7862474322319031,0.04957513615954667,Code Style,0,,,,,False
"ok hold on a second the data provider is definitely not easier to understand then multiple tests, can you go back to having one test method per link type and in every test method first test the result without a configured SEO URL , then add the SEO URL and check again that the response changed as expected? With that extract common code you need in all test methods to provide methods instead of copying the code to every test method",Devin,comment,fix,2025-04-16 12:41:25+00:00,closed,EN,2025-04-16T12:41:25Z,2979954710,,0.5363380312919617,negative,EN,True,neutral,0.008344821631908417,0.006456248927861452,0.0022688519675284624,0.0019834672566503286,0.005344463977962732,0.08453484624624252,0.8910672664642334,0.005603596626315266,Testing,1,,,2025-04-16 12:41:25+00:00,,False
I dont think this file is required?,Devin,comment,fix,2025-03-21 16:40:04+00:00,closed,EN,,2915901814,,0.206303209066391,neutral,EN,False,surprise,0.01387307234108448,0.01587984338402748,0.0028556580655276775,0.001961491769179702,0.005206079687923193,0.8875854015350342,0.07263842225074768,0.009453663369640708,N/A,0,,,,,False
"It doesn't - I added the column name explicitly, so Drizzle sees the schema as the same (my hope is that we can tell Devin to clean up these unused columns periodically btw, just haven't got around to trying yet)",Devin,comment,feat,2025-04-07 19:27:44+00:00,closed,EN,2025-04-07T19:27:44Z,2972319075,,0.1974814087152481,neutral,EN,False,neutral,0.004625945817679167,0.003892492735758424,0.0011457399232313037,0.005409114062786102,0.006133525166660547,0.01755329966545105,0.9612399339675903,0.00394942591083236,N/A,1,,,2025-04-07 19:27:44+00:00,,False
Do not change the file,Devin,comment,feat,2025-06-12 15:23:07+00:00,closed,EN,,3115293385,,0.28510040044784546,neutral,EN,False,neutral,0.014468767680227757,0.015413827262818813,0.006504265125840902,0.0018069514771923423,0.015338110737502575,0.010194579139351845,0.9362735152244568,0.012931242701597512,N/A,0,,,,,False
Do not change the file,Devin,comment,feat,2025-06-12 15:23:07+00:00,closed,EN,,3115293385,,0.28510040044784546,neutral,EN,False,neutral,0.014468767680227757,0.015413827262818813,0.006504265125840902,0.0018069514771923423,0.015338110737502575,0.010194579139351845,0.9362735152244568,0.012931242701597512,N/A,0,,,,,False
move this to the appropriate ConstantsUtil and reference the constant instead,Devin,comment,feat,2025-04-26 12:37:40+00:00,closed,EN,2025-04-26T12:37:40Z,2987950137,,0.1564527451992035,neutral,EN,False,neutral,0.008219445124268532,0.0031797552946954966,0.002344554290175438,0.002585530746728182,0.005138172768056393,0.016544422134757042,0.9619880318641663,0.004720481869298965,N/A,1,,,2025-04-26 12:37:40+00:00,,False
"(aside) This line is added automatically, but we want not to grant anon user. We will configure [CODE] in the future.",Devin,comment,feat,2025-04-28 03:10:19+00:00,closed,EN,2025-04-28T03:10:19Z,3016974217,,0.05942659080028534,neutral,EN,False,neutral,0.008567151613533497,0.013257951475679874,0.0032379101030528545,0.001848336192779243,0.0112382797524333,0.013585563749074936,0.9482647776603699,0.009075323236174881,N/A,1,,,2025-04-28 03:10:19+00:00,,False
"remove this file, it shouldn't be committed",Devin,comment,test,2025-01-17 18:02:17+00:00,closed,EN,,2795964105,,0.8715493679046631,negative,EN,True,neutral,0.05972357839345932,0.037480276077985764,0.0084712328389287,0.002081991173326969,0.1145356073975563,0.035517171025276184,0.7421901822090149,0.05505267367698252,Security,0,,,,,False
